2025
14, 0, 154
15, 0, 456
1, 1, 182
3.5, 1, 436
22.5, 1, 636
11, 1, 652
3.5, 1, 766
10.5, 1, 1390
15.5, 1, 1414
9, 1, 1564
18, 1, 1602
329.5, 2, 2
16.5, 2, 666
16, 2, 1058
4, 2, 1298
11.5, 3, 208
20.5, 3, 308
20, 3, 1204
12, 3, 1388
21, 3, 1406
20.5, 3, 1932
283, 4, 4
8.5, 4, 626
3.5, 4, 842
7, 4, 1130
6.5, 4, 1238
7, 4, 1264
10.5, 4, 2004
17.5, 5, 126
14, 5, 216
12.5, 5, 256
23.5, 5, 400
13.5, 5, 548
11, 5, 616
24, 5, 636
25.5, 5, 730
14, 5, 856
15.5, 5, 862
1, 5, 1090
9, 5, 1152
10, 5, 1318
10.5, 5, 1676
374, 6, 6
2.5, 6, 124
5.5, 6, 1016
25.5, 6, 1400
2, 7, 192
16, 7, 324
20, 7, 622
8.5, 7, 956
4, 7, 1162
6, 7, 1254
23.5, 7, 1688
21, 7, 1776
23, 7, 1820
454.5, 8, 8
20, 8, 566
23, 8, 832
3, 8, 978
2.5, 8, 1018
19.5, 8, 1466
5.5, 8, 1510
12.5, 8, 1602
3.5, 8, 1714
24.5, 8, 1752
16, 8, 1810
16, 8, 1832
2.5, 8, 1852
20, 8, 1966
14, 8, 1992
19.5, 9, 226
4, 9, 270
17.5, 9, 422
14, 9, 570
1, 9, 904
25, 9, 1080
2.5, 9, 1176
11, 9, 1434
31.5, 9, 1518
6.5, 9, 1606
14, 9, 1688
8, 9, 1886
434, 10, 10
19, 10, 484
13, 10, 1082
25.5, 10, 1182
14.5, 10, 1194
5, 10, 1220
12.5, 10, 1452
19, 10, 1520
23.5, 10, 1668
19.5, 10, 1694
3, 10, 1914
3, 11, 106
4, 11, 148
8, 11, 206
1.5, 11, 1062
12, 11, 1202
13.5, 11, 1452
17, 11, 1682
1.5, 11, 1744
402, 12, 12
11.5, 12, 304
22.5, 12, 396
12, 12, 588
6.5, 12, 804
1.5, 12, 1020
1, 12, 1344
1.5, 12, 1636
10.5, 12, 1810
11, 12, 1902
15, 13, 126
9.5, 13, 166
3, 13, 1184
19.5, 13, 1512
242.5, 14, 14
24.5, 14, 396
1, 14, 1112
5, 15, 108
24, 15, 224
10, 15, 1006
24.5, 15, 1102
4, 15, 1766
336.5, 16, 16
20.5, 16, 798
12.5, 16, 1518
23, 16, 1520
24.5, 16, 1556
15.5, 16, 1710
14.5, 17, 228
19.5, 17, 656
21.5, 17, 1174
390, 18, 18
5, 18, 528
15, 18, 706
2, 18, 834
5.5, 18, 1026
23, 18, 1290
10.5, 18, 1630
13.5, 18, 1802
11.5, 19, 112
21.5, 19, 116
4.5, 19, 922
22.5, 19, 1276
5, 19, 1402
25.5, 19, 1668
